text,label
Our selection incorporated dual quantum circuit libraries formatted in OpenQASM notation prevalent within academic literatureâ€”specifically VeriQBench and Feynman repositoriesâ€”augmented by hybrid Shor algorithm implementations.,1
"For each library, we only retained the circuits that SQbricks could parse. This results in a compilation of 420 unitary circuits and 204 hybrid circuits.",0
Library retention criteria restricted inclusion to circuits amenable to SQbricks parsing capabilities. This filtering procedure yielded a compilation encompassing 420 unitary circuit instances alongside 204 hybrid circuit specimens.,1
"We consider circuit transformations including Qiskit with an optimisation level of 3, One-Way Measurement, and Teleportation protocol.",0
"Our consideration encompasses circuit transformation methodologies including Qiskit compiler operations configured at optimization level 3, One-Way Measurement protocols, and Teleportation procedures.",1
"For DisFree challenges, path-sum based methods achieved perfect success rates. In contrast, PyZX demonstrated limitations, failing to verify equivalence between two CSWAP variants.",0
"Across DisFree challenge categories, path-sum predicated methodologies attained flawless success metrics. Conversely, PyZX exhibited constraint manifestations, specifically failing equivalence verification between dual CSWAP variant implementations.",1
"PyZX showed scalability issues. For instance, PyZX took 534 seconds to verify a QPE instance of size 35, whereas Feynman verified an instance of size 42 in just 3 seconds.",0
"Scalability impediments characterized PyZX performance. Exemplifying this constraint, PyZX necessitated 534 seconds for QPE instance verification at magnitude 35, whereas Feynman accomplished verification of magnitude 42 instances within merely 3 seconds.",1
AutoQ successfully verified all circuit families for small instances but faced scalability challenges.,0
AutoQ demonstrated successful verification across all circuit family categories for diminutive instances yet encountered scalability impediments.,1
"Our approach successfully lifts unitary verification tools to handle hybrid DisFree cases, with path-sums showing superior performance compared to ZX-calculus and automata-based methods.",0
"Our methodological framework effectuates successful lifting of unitary verification instruments to accommodate hybrid DisFree scenarios, wherein path-sum approaches manifest superior performance metrics relative to ZX-calculus and automata-predicated methodologies.",1
"QCEC fails all 169 U-DC challenges, and incorrectly reports 27 non-equivalence proofs, indicating correctness issues.",0
"QCEC manifests failure across all 169 U-DC challenge instances, erroneously reporting 27 non-equivalence determinations, thereby indicating correctness deficiency concerns.",1
"With our lifting approach, all tools except AutoQ verify the entire VeriQC benchmark faster than VeriQC itself.",0
"Employing our lifting methodology, all verification instruments excluding AutoQ accomplish complete VeriQC benchmark verification with superior temporal efficiency relative to VeriQC's native performance.",1
"Our method effectively addresses a substantial portion of the Mix and Dis hybrid equivalence challenges, handling 39.5% of Dis and 67.7% of Mix.",0
"Our methodological framework efficaciously resolves substantial proportions of Mix and Dis hybrid equivalence challenge categories, specifically addressing 39.5% of Dis instances alongside 67.7% of Mix scenarios.",1
We also performed a sanity check consisting of 73 equivalence tasks with deliberately modified quantum circuits. All versions of Feynman and SQbricks successfully passed the sanity check with no false positives.,0
"Additionally, we executed sanity verification procedures encompassing 73 equivalence assessment tasks incorporating intentionally modified quantum circuit constructs. Feynman and SQbricks implementations universally succeeded in sanity validation protocols absent false positive detections.",1
"During our experiments, we uncovered two bugs in the Qiskit compiler: Angle approximation where Qiskit approximated small angles to 0, and Introduction of Floats where transformations introduced floating-point values instead of rational numbers.",0
"Experimental procedures revealed dual defects within Qiskit compiler implementations: specifically, angle approximation anomalies wherein Qiskit erroneously approximated diminutive angular values to zero, and floating-point introduction irregularities wherein transformation operations substituted rational numerical representations with floating-point value formats.",1
"Qiskit version 1.1.0 approximated small angles to 0, leading to incorrect circuit simplifications when quantum registers are over 42 qubits. This issue was fixed in version 1.4.0.",0
"Qiskit iteration 1.1.0 manifested erroneous approximation of minimal angular parameters to zero magnitudes, precipitating incorrect circuit simplification outcomes for quantum register configurations exceeding 42 qubit thresholds. Subsequent version 1.4.0 rectified this deficiency.",1
These findings highlight the practical utility of our method in identifying and mitigating approximation-related issues in quantum circuit transformations.,0
These discoveries underscore the pragmatic applicability of our methodological framework in detecting and ameliorating approximation-associated irregularities within quantum circuit transformation procedures.,1
Identifying the small subset of source code that repeatedly attracts bugs is critical for reducing long-term maintenance effort.,0
The identification of code segments that consistently accumulate defects represents a crucial factor in minimizing sustained maintenance overhead and resource allocation.,1
"We define ExtremelyBuggy methods as those involved in more than one bug fix and present the first large-scale study of their prevalence, characteristics, and predictability.",0
"Our research introduces the concept of ExtremelyBuggy methodologies, characterized by their involvement in multiple defect remediation cycles, and conducts an unprecedented comprehensive investigation into their frequency of occurrence, distinguishing features, and forecasting potential.",1
"At their inception, these methods are significantly larger, more complex, less readable, and less maintainable than both singly-buggy and non-buggy methods.",0
"During their initial implementation phase, such methodologies demonstrate substantially greater size metrics, elevated complexity indicators, diminished readability scores, and reduced maintainability indices when compared to methods experiencing singular defects or those remaining defect-free.",1
Software maintenance is one of the most expensive phases of the development lifecycle.,0
The maintenance phase of software systems constitutes among the most financially burdensome stages throughout the entire developmental progression.,1
"A major contributor to this cost is the effort required to identify and correct software bugs, which alone can account for 50-70% of the total development costs.",0
"Accounting for approximately half to seven-tenths of aggregate development expenditures, the labor-intensive processes of bug identification and rectification emerge as principal cost drivers within this domain.",1
Prior bug prediction models predominantly focused on the class or file levels.,0
Historical approaches to defect forecasting predominantly concentrated their analytical efforts at granularities corresponding to classes or file-level structures.,1
"Unfortunately, these models remain underutilized in practice, at least partly because practitioners find it challenging to locate bugs at such coarse levels of granularity.",0
"Regrettably, such predictive frameworks experience limited adoption in real-world applications, attributable in substantial measure to the difficulties practitioners encounter when attempting to pinpoint defects at these relatively broad levels of structural abstraction.",1
A significant amount of recent research has focused on bug prediction at the method level granularity.,0
Contemporary investigative efforts have increasingly directed attention toward defect prediction mechanisms operating at the methodological granularity level.,1
"However, these models treat all buggy methods equally, without distinguishing between methods that were fixed once and those that required multiple bug fixes.",0
"Nevertheless, such predictive systems fail to differentiate among defect-prone methods, applying uniform treatment regardless of whether remediation occurred on a singular occasion or necessitated repeated interventions.",1
"In contrast to previous research, we focus on ExtremelyBuggy methodsâ€”methods that have required bug fixes more than onceâ€”because identifying them early could prevent a disproportionate number of future failures.",0
"Diverging from antecedent scholarly work, our investigation concentrates on those methodologies necessitating multiple corrective interventions, as their premature identification possesses the potential to forestall an inordinate quantity of subsequent system failures.",1
"To support this goal, we analyze the characteristics of ExtremelyBuggy methods in an effort to predict them at their inceptionâ€”that is, as soon as they are pushed to a software project.",0
"In furtherance of this objective, we conduct comprehensive analysis of the distinguishing attributes exhibited by ExtremelyBuggy methods, endeavoring to forecast their emergence at the very moment of their integration into software repositories.",1
We found that 0.04-6.63% of methods are ExtremelyBuggy.,0
Our empirical findings revealed that methods classified as ExtremelyBuggy constitute between four-hundredths and six point six three percent of the total methodological corpus.,1
"However, this small proportion of methods can often account for a large number of bug fixes in a project.",0
"Notwithstanding their relatively modest proportional representation, these methodologies frequently correlate with a disproportionately substantial quantity of defect remediation activities within project contexts.",1
"We found that, at their inception, ExtremelyBuggy methods are significantly larger, less readable, and have lower maintainability scores compared to both Buggy and NotBuggy methods.",0
"Our investigative results demonstrated that upon initial implementation, methods characterized as ExtremelyBuggy exhibit markedly elevated size metrics, diminished readability characteristics, and depressed maintainability evaluations relative to both single-defect and defect-free method categories.",1
"Unfortunately, our results indicate that machine learning algorithms perform poorly in distinguishing ExtremelyBuggy methods from other methods.",0
"Regrettably, the outcomes of our analytical procedures suggest that computational learning algorithms demonstrate suboptimal performance when tasked with differentiating ExtremelyBuggy methods from alternative methodological classifications.",1
"This is partly due to a significant class imbalance, as ExtremelyBuggy methods represent only a small fraction of the overall dataset.",0
"This performance deficiency derives partially from substantial distributional asymmetry within classification categories, given that ExtremelyBuggy methods comprise merely a marginal segment of the comprehensive data collection.",1
We conducted a thematic analysis on a curated dataset of 287 ExtremelyBuggy methods.,0
We executed a systematic thematic examination of a meticulously selected corpus encompassing two hundred eighty-seven methods classified as ExtremelyBuggy.,1
"For example, we found that methods that deal with the core logic and algorithms tend to become ExtremelyBuggy.",0
"Illustratively, our analytical findings indicated that methodologies responsible for implementing fundamental algorithmic logic and computational procedures demonstrate heightened susceptibility to achieving ExtremelyBuggy status.",1
"A substantial portion of our dataset originates from the work of Chowdhury et al., which comprises 774,051 Java methods drawn from 49 open-source projects.",0
"A considerable segment of our data collection derives from investigative work conducted by Chowdhury and colleagues, encompassing seven hundred seventy-four thousand fifty-one Java methodologies extracted from forty-nine open-source software initiatives.",1
"Each method in this dataset is accompanied by its complete change history and is enriched with metadata such as commit messages, timestamps, authorship information, and change types.",0
"Every methodology within this corpus is supplemented with comprehensive modification chronology and enhanced with supplementary information including commit annotations, temporal markers, contributor attribution, and modification categorizations.",1
We employed the GitHub REST API and the PyGitHub library to collect open-source projects.,0
"For the purpose of assembling open-source project repositories, we utilized the GitHub REST application programming interface in conjunction with the PyGitHub programmatic library.",1
We began by retrieving the 1000 most-starred GitHub repositories that satisfied several additional criteria.,0
Our collection process commenced with the acquisition of one thousand GitHub repositories demonstrating the highest star ratings while simultaneously fulfilling multiple supplementary qualification parameters.,1
"To ensure the quality and reliability of our dataset, we followed recommended best practices for mining GitHub data.",0
"In pursuit of data collection quality assurance and reliability guarantees, we adhered to established optimal methodologies for extracting information from GitHub repositories.",1
We restricted our search to repositories created within the past 15 years and excluded repositories that had been inactive for more than one year.,0
Our repository selection criteria incorporated temporal constraints limiting consideration to those established within the preceding fifteen-year period while eliminating those demonstrating inactivity exceeding a twelve-month duration.,1
We required repositories to contain at least 2000 commits to guarantee substantial change history.,0
"Our inclusion parameters mandated that candidate repositories possess a minimum of two thousand commit transactions, thereby ensuring adequate historical modification documentation.",1
"To obtain this historical information, we employed the CodeShovel tool.",0
"For the acquisition of this chronological developmental data, we implemented the CodeShovel analytical instrument.",1
"CodeShovel has demonstrated high accuracy in identifying method-level change histories and is robust to complex code transformations, including method relocations across files.",0
"The CodeShovel utility has exhibited superior precision in detecting method-granularity modification chronologies and demonstrates resilience when confronted with intricate code metamorphoses, encompassing methodological migrations across file boundaries.",1
"To reduce these false positives, Chowdhury et al. proposed removing the keyword issue and focusing on commit messages that contain both bug-related and fix-related keywords.",0
"In order to mitigate such spurious positive identifications, Chowdhury and colleagues advocated for the exclusion of the term 'issue' while concentrating analytical efforts on commit annotations containing both defect-associated and remediation-associated terminology.",1
"While handling tangled code changes remains an active research area, we conduct our analysis using three distinct datasets to mitigate the impact of tangled commits.",0
"Notwithstanding the ongoing investigative challenges associated with managing intertwined code modifications, we execute our analytical procedures employing three separate data collections to attenuate the influence of conflated commit transactions.",1
We used all the above-mentioned keywords and their variations and did not consider the problem of tangled changes.,0
We incorporated the complete set of previously enumerated keywords along with their lexical variants while abstaining from addressing the complications arising from entangled modifications.,1
"In this dataset we used the set of keywords introduced by Chowdhury et al., which aims at increasing the precision of bug-fix labeling.",0
"Within this particular data collection, we employed the keyword assemblage proposed by Chowdhury and colleagues, designed with the objective of enhancing the accuracy of defect-remediation classification.",1
"To remove the effects of tangled changes, we only labeled a change as a bug-fix if at most 1 method was changed in that commit.",0
"For the purpose of eliminating the confounding effects of intermingled modifications, we designated a change as constituting defect remediation exclusively when the commit transaction encompassed modifications to no more than a singular method.",1
The age of the methods in our dataset varies significantly.,0
The temporal characteristics of methodologies within our data corpus demonstrate substantial variability.,1
"This means that comparing newer methods to older methods may introduce bias, as older methods have more time to undergo changes and hence, undergo bug-fix related changes.",0
"This circumstance implies that comparative analyses between recently implemented and historically established methods possess the potential to introduce systematic bias, given that methodologies of greater age have experienced extended temporal intervals during which changes, including defect-remediation modifications, could accumulate.",1
"Due to this correlation, we removed all methods that are under 5 years old from our dataset.",0
"Consequent to this correlational relationship, we excised from our data collection all methodologies possessing ages inferior to five years.",1
"However, we still cannot directly compare methods that are 5 years old with those that are more than 5 years old for the aforementioned reasons.",0
"Nevertheless, direct comparative analysis between methodologies exhibiting precisely five years of age and those demonstrating greater longevity remains problematic due to the previously articulated rationale.",1
"Thus, we also remove all changes made after the first 5 years from the remaining methods.",0
"Consequently, we additionally eliminate all modifications transpiring subsequent to the initial five-year period from the residual methodologies under consideration.",1
"This, unfortunately, resulted in us losing 626,529 methods and all methods from the following 6 projects from our dataset.",0
"This procedural decision, regrettably, culminated in the forfeiture of six hundred twenty-six thousand five hundred twenty-nine methods, in addition to the complete methodological corpus from six distinct projects within our dataset.",1
"Since we are interested in the Extremely Bug-Prone methods, we care more about retaining change history.",0
"Given our investigative focus upon methodologies exhibiting extreme defect-proneness characteristics, we prioritize the preservation of comprehensive modification chronologies.",1
Here we see that 5 years allows us to retain approximately 90% of changes and approximately 85% of bugs while still saving approximately 50% of the methods in our dataset.,0
"The temporal threshold of five years facilitates the retention of roughly nine-tenths of all modifications and approximately eighty-five percent of documented defects, while concurrently achieving preservation economies of approximately one-half of the methodological corpus.",1
"The end result of this age-normalization is a dataset of 691,610 methods from 92 projects, where each method has exactly 5 years of change history.",0
"The culminating outcome of this chronological standardization procedure yields a data collection comprising six hundred ninety-one thousand six hundred ten methods derived from ninety-two distinct projects, wherein each methodology possesses precisely five years of documented modification history.",1
"For all three datasets, we assign each method to one of three categories based on the number of bug-fix commits in which it was involved.",0
"Across all three data collections, we allocate each methodology to one among three categorical classifications predicated upon the quantity of defect-remediation commit transactions in which said methodology participated.",1
NotBuggy: Methods that were never involved in a bug-fix commit.,0
The NotBuggy classification encompasses those methodologies that experienced zero involvement in any defect-remediation commit transaction.,1
Buggy: Methods that were involved in exactly one bug-fix commit.,0
The Buggy categorization includes those methodologies that participated in precisely one defect-remediation commit transaction.,1
ExtremelyBuggy: Methods that were involved in more than one bug-fix commit.,0
"The ExtremelyBuggy designation comprises those methodologies that engaged in multiple defect-remediation commit transactions, numbering greater than one.",1
Code metrics have traditionally served as indicators of quality and maintainability of code.,0
Computational code metrics have historically functioned as evaluative indicators for assessing both the quality characteristics and maintainability properties of software implementations.,1
"Size is one of the simplest metrics, yet it is considered one of the most important with regard to software quality and maintenance.",0
"Despite its fundamental simplicity, the size metric ranks among the most consequential indicators pertaining to software quality assessment and maintenance considerations.",1
We used the number of source lines of code without comments and blank lines as our size measurement.,0
Our size quantification methodology employed the enumeration of source code lines while excluding both commentary annotations and unoccupied line spaces.,1
The ability to read and understand existing code is an important part of software maintenance.,0
The capability to comprehend and interpret pre-existing code implementations constitutes a critical component of software maintenance activities.,1
Code readability can be broadly defined by how easy it is for a developer to understand the structure and flow of source code.,0
The readability characteristic of code may be comprehensively characterized by the degree of facility with which software developers can comprehend the organizational structure and logical progression of source code implementations.,1
Developers can more easily understand and therefore modify readable code with reduced risk of issues.,0
Software practitioners experience enhanced comprehension and consequently execute modifications upon readable code with diminished probability of introducing defects.,1
We used two distinct readability metrics in this paper: Buse et al. and Posnett et al.,0
"Within this scholarly work, we employed two separate readability quantification metrics, specifically those formulated by Buse and colleagues as well as those developed by Posnett and associates.",1
We used the McCabe metric to analyze the complexity of methods.,0
"For the purpose of analyzing methodological complexity characteristics, we implemented the McCabe quantification metric.",1
"This metric represents the number of independent paths in a method; the greater the number of paths, the more challenging it becomes to test the method thoroughly.",0
"This evaluative measure quantifies the count of independent execution pathways within a methodology; as the quantity of such pathways increases, the difficulty of conducting comprehensive testing procedures escalates proportionally.",1
"Hindle et al. proposed the proxy indentation metric, which performs similarly to the McCabe metric in capturing code complexity but, unlike McCabe, does not require a language-specific parser.",0
"Hindle and colleagues introduced the proxy indentation quantification approach, which demonstrates comparable efficacy to the McCabe metric in capturing code complexity characteristics while possessing the advantageous property of eliminating the requirement for language-specific parsing mechanisms.",1
"When methods are highly coupled, a bug within one method is more likely to affect another.",0
"Under conditions of elevated methodological coupling, the manifestation of a defect within one methodology exhibits increased probability of propagating adverse effects to interconnected methodologies.",1
"To measure this dependency between methods, we used totalFanOut, which is the total number of methods called by a given method.",0
"For quantifying this inter-methodological dependency relationship, we utilized the totalFanOut metric, which enumerates the aggregate quantity of methodologies invoked by any specified methodology.",1
"Maintainability Index is a composite software quality metric that integrates HalsteadVolume, which quantifies the amount of information a reader must process to comprehend the code's functionality, along with McCabe complexity and Size.",0
The Maintainability Index constitutes a synthesized software quality quantification that incorporates HalsteadVolumeâ€”which measures the informational processing burden required for code comprehensionâ€”in conjunction with McCabe complexity indicators and size measurements.,1
"It produces a single score designed to reflect the maintainability of a given method, where a higher score reflects better maintainability.",0
"This metric generates a singular numerical score engineered to represent the maintainability characteristics of a specified methodology, wherein elevated numerical values correspond to superior maintainability properties.",1
Nondeterminism makes parallel programs challenging to write and reason about.,0
The presence of nondeterministic behavior renders the composition and logical analysis of parallel computational programs substantially problematic.,1
"To avoid these challenges, researchers have developed techniques for internally deterministic parallel programming, in which the steps of a parallel computation proceed in a deterministic way.",0
"In order to circumvent such difficulties, scholarly investigators have formulated methodological approaches for internally deterministic parallel programming paradigms, wherein the sequential progression of parallel computational operations transpires in a deterministic manner.",1
Internal determinism is useful because it lets a programmer reason about a program as if it executed in a sequential order.,0
"The utility of internal determinism derives from its facilitation of programmer reasoning capabilities, permitting cognitive modeling of program execution as though operations transpired in sequential ordering.",1
"However, no verification framework exists to exploit this property and simplify formal reasoning about internally deterministic programs.",0
"Notwithstanding these advantages, there exists no verification infrastructure capable of leveraging this characteristic to streamline formal logical reasoning concerning internally deterministic program implementations.",1
"To capture the essence of why internally deterministic programs should be easier to reason about, this paper defines a property called schedule-independent safety.",0
"For the purpose of encapsulating the fundamental rationale underlying the enhanced reasoning simplicity of internally deterministic programs, this scholarly work establishes a characteristic designated as schedule-independent safety.",1
"A program satisfies schedule-independent safety, if, to show that the program is safe across all orderings, it suffices to show that one terminating execution of the program is safe.",0
A computational program fulfills the schedule-independent safety criterion when demonstrating safety across all possible execution orderings necessitates merely establishing that a singular terminating execution sequence exhibits safety properties.,1
We then present a separation logic called Musketeer for proving that a program satisfies schedule-independent safety.,0
"Subsequently, we introduce a separation logic framework denominated Musketeer, designed for the purpose of establishing that a computational program satisfies the schedule-independent safety property.",1
"Once a parallel program has been shown to satisfy schedule-independent safety, we can verify it with a new logic called Angelic.",0
"Following the demonstration that a parallel program conforms to schedule-independent safety requirements, we possess the capability to validate said program utilizing a novel logical framework designated Angelic.",1
Angelic allows one to dynamically select and verify just one sequential ordering of the program.,0
The Angelic framework facilitates the dynamic selection and subsequent verification of merely a singular sequential ordering arrangement of the program under consideration.,1
"Using Musketeer, we prove the soundness of MiniDet, an affine type system for enforcing internal determinism.",0
"Employing the Musketeer logical framework, we establish the soundness properties of MiniDet, an affine type system architecture engineered for the enforcement of internal determinism characteristics.",1
MiniDet supports several core algorithmic primitives for internally deterministic programming that have been identified in the research literature.,0
"The MiniDet system provides support for multiple fundamental algorithmic primitive constructs applicable to internally deterministic programming methodologies, such primitives having been documented within scholarly research literature.",1
All results in this paper have been verified in Rocq using the Iris separation logic framework.,0
The entirety of results presented within this scholarly document have undergone verification procedures within the Rocq theorem prover utilizing the Iris separation logic infrastructure.,1
One of the most challenging aspects of concurrent and parallel programming is dealing with nondeterminism.,0
Among the most formidable challenges encountered in concurrent and parallel programming domains stands the necessity of managing nondeterministic behavioral characteristics.,1
Bugs often arise because programmers struggle to reason about the set of all possible nondeterministic outcomes and interleavings.,0
Defects frequently emerge as a consequence of programmer difficulties in conducting comprehensive reasoning regarding the complete set of potential nondeterministic outcomes and interleaving configurations.,1
"Finding those bugs becomes more difficult, as testing can only cover a subset of possible outcomes.",0
"The identification of such defects experiences increased difficulty, attributable to the limitation that testing procedures possess the capacity to examine merely a subset of potential outcome scenarios.",1
"Even when bugs are found, nondeterminism makes them harder to reproduce and debug.",0
"Even subsequent to defect identification, nondeterministic characteristics render such defects more challenging to reproduce and subject to debugging procedures.",1
"These challenges also extend to formal methods for such programs, where nondeterminism makes various analyses and verification techniques more complex.",0
"Such difficulties additionally propagate to formal methodological approaches for these program categories, wherein nondeterministic properties augment the complexity of diverse analytical and verification techniques.",1
"For these reasons, there has long been interest in methods for deterministic parallel programming.",0
"On account of these considerations, sustained scholarly interest has existed concerning methodologies for deterministic parallel programming paradigms.",1
"A range of algorithmic techniques, language designs, type systems, specialized operating systems and runtimes, and various other approaches have been developed for making parallel programs deterministic.",0
"Diverse algorithmic techniques, programming language architectural designs, type system frameworks, specialized operating system implementations, runtime environments, and miscellaneous alternative approaches have undergone development for the purpose of rendering parallel programs deterministic.",1
"Researchers in this area have long noted that determinism is not simply a binary property, and in fact there is a spectrum of degrees of determinism.",0
"Scholars conducting investigations within this domain have extensively observed that determinism fails to constitute a merely binary characteristic, but rather manifests as a continuum encompassing varying degrees of deterministic properties.",1
"On one end of the spectrum is external determinism, which simply says that the input/output behavior of a program is deterministic.",0
"At one extremity of this conceptual spectrum resides external determinism, which merely stipulates that the input/output behavioral characteristics of a program exhibit deterministic properties.",1
"However, in an externally deterministic program, even if the final output is deterministic, the manner in which the computation takes place may be highly nondeterministic and vary across runs.",0
"Nevertheless, within externally deterministic program implementations, notwithstanding the deterministic nature of ultimate output, the methodological approach by which computational operations transpire may demonstrate substantial nondeterministic characteristics and exhibit variation across execution instances.",1
"A stronger property, called internal determinism, requires in addition that the structure and internal steps of a computation are deterministic.",0
"A more stringent characteristic, designated as internal determinism, additionally mandates that both the organizational structure and internal operational steps of a computational process exhibit deterministic properties.",1
"More formally, in an internally deterministic program, for a given input, every execution will generate the same computation graph.",0
"Expressed more formally, within an internally deterministic program implementation, for any specified input configuration, all execution sequences will generate identical computation graph structures.",1
"With this strong form of determinism, we can reason about the program's behavior by considering any one sequential traversal of operations in the computation graph.",0
"Leveraging this robust manifestation of deterministic properties, we acquire the capability to conduct logical reasoning regarding program behavioral characteristics by examining any singular sequential traversal pathway through the operations constituting the computation graph.",1
"Although ensuring internal determinism might seem expensive, Blelloch et al. have shown that by using a core set of algorithmic techniques and building blocks, it is possible to develop fast and scalable internally deterministic algorithms.",0
"Notwithstanding the apparent resource intensiveness of guaranteeing internal determinism, Blelloch and colleagues have demonstrated that through utilization of a fundamental collection of algorithmic techniques and compositional building blocks, the development of computationally efficient and scalable internally deterministic algorithms remains achievable.",1
"If one of the advantages of internal determinism is that it simplifies reasoning about programs, then it should be possible to exploit this property in the form of new reasoning rules in a program logic.",0
"Should one of the beneficial attributes of internal determinism reside in its capacity to streamline program reasoning processes, then the exploitation of this characteristic through the formulation of novel reasoning rules within a program logic framework should constitute a feasible endeavor.",1
"To do so, we first define a property we call schedule-independent safety, which holds for a parallel program if, to verify that every execution is safe, it suffices to prove that at least one interleaving of operations is terminating and safe.",0
"For this purpose, we initially establish a property denominated schedule-independent safety, which remains valid for a parallel program when verification of universal execution safety necessitates merely the demonstration that no fewer than one interleaving configuration of operations exhibits both termination and safety properties.",1
"Internal determinism implies schedule-independent safety, and it is this property that makes reasoning about internally deterministic programs simpler.",0
"Internal determinism logically entails schedule-independent safety, and this particular characteristic constitutes the foundation rendering the reasoning process concerning internally deterministic programs more straightforward.",1
"Building on this observation, we develop Musketeer, a separation logic for proving that a program satisfies schedule-independent safety.",0
"Constructing upon this observational insight, we formulate Musketeer, a separation logic framework designed for establishing that a program implementation satisfies schedule-independent safety requirements.",1
"Although Musketeer is formulated as a unary program logic, schedule-independent safety is a âˆ€âˆ€ hyperproperty, since it relates safety of any chosen execution of a program to all other executions.",0
"Despite Musketeer's formulation as a unary program logic construct, schedule-independent safety constitutes a universal-universal hyperproperty, given its establishment of relationships between the safety characteristics of any selected program execution and the complete set of alternative execution possibilities.",1
"Thus, to prove the soundness of Musketeer, we encode Musketeer triples into a new relational logic called ChainedLog.",0
"Consequently, for the purpose of establishing Musketeer's soundness properties, we encode Musketeer triple constructs into a novel relational logic framework designated ChainedLog.",1
"In contrast to most prior relational concurrent separation logics, which are restricted to âˆ€âˆƒ hyperproperties, ChainedLog supports âˆ€âˆ€ hyperproperties using a judgement we call a chained triple.",0
"In contradistinction to the majority of antecedent relational concurrent separation logic frameworks, which experience restriction to universal-existential hyperproperties, ChainedLog furnishes support for universal-universal hyperproperties through utilization of a judgment construct we denominate a chained triple.",1
"Intuitively, the high-level reasoning rules of Musketeer restrict the user to verify only internally-deterministic programs.",0
"From an intuitive perspective, the elevated-level reasoning rules incorporated within Musketeer impose restrictions upon users, confining verification activities exclusively to internally-deterministic program implementations.",1
"However, while internally deterministic programs always satisfy schedule-independent safety, the converse is false.",0
"Nevertheless, although internally deterministic programs invariably fulfill schedule-independent safety criteria, the reciprocal relationship fails to hold validity.",1
"A program may be nondeterministic because it observes actions from concurrent tasks, but it may do so without jeopardizing safety.",0
"A program implementation may exhibit nondeterministic characteristics attributable to its observation of actions originating from concurrent task executions, yet such observation may transpire without compromising safety properties.",1
We next explore how to exploit schedule-independent safety to simplify verification of programs.,0
We subsequently investigate methodological approaches for leveraging schedule-independent safety characteristics to streamline program verification procedures.,1
"To that end, we present a logic called Angelic that allows one to angelically select and verify one sequential ordering of operations in a parallel program.",0
"Toward that objective, we present a logical framework denominated Angelic that facilitates the angelic selection and subsequent verification of a singular sequential ordering arrangement of operations within a parallel program implementation.",1
Angelic is sound to apply to programs that satisfy schedule-independent safety because the safety and termination of the one ordering verified during the proof will imply safety for all other executions.,0
"The Angelic framework demonstrates soundness when applied to programs satisfying schedule-independent safety requirements, as the safety and termination properties of the singular ordering subjected to verification during proof procedures logically entail safety characteristics for all alternative execution possibilities.",1
"This is in contrast to standard concurrent separation logics, in which one must consider all possible orderings during a proof.",0
"This approach contrasts with conventional concurrent separation logic frameworks, wherein consideration of all potential ordering configurations constitutes a mandatory requirement during proof construction procedures.",1
"Using these logics, we verify a number of examples from the literature on internal determinism and related properties.",0
"Employing these logical frameworks, we conduct verification procedures upon multiple exemplar cases documented within scholarly literature concerning internal determinism and associated properties.",1
"First, we show how to use Musketeer to prove properties about language-based approaches for enforcing internal determinism.",0
"Initially, we demonstrate the utilization methodology of Musketeer for establishing properties pertaining to language-based approaches engineered for the enforcement of internal determinism.",1
"In particular, because Musketeer is a higher-order impredicative logic, Musketeer can encode logical relations models for type systems that are designed to enforce internal determinism.",0
"Specifically, attributable to Musketeer's characterization as a higher-order impredicative logic, Musketeer possesses the capability to encode logical relations models applicable to type systems architecturally designed for internal determinism enforcement.",1
We start by applying this to a simple ownership-based affine type system we call MiniDet.,0
We commence by applying this approach to a straightforward ownership-based affine type system framework that we designate MiniDet.,1
The resulting logical relations model for MiniDet shows that every well-typed program satisfies schedule-independent safety.,0
The consequent logical relations model constructed for MiniDet demonstrates that every program exhibiting well-typed characteristics satisfies schedule-independent safety requirements.,1
Next we use Musketeer to prove specifications for priority writes and deterministic concurrent hash sets.,0
"Subsequently, we employ Musketeer for establishing specifications pertaining to priority write operations and deterministic concurrent hash set data structures.",1
These are two of the core primitives that Blelloch et al. use in several of their examples of internally deterministic algorithms.,0
These constitute two among the fundamental primitive constructs that Blelloch and colleagues utilize across multiple exemplifications of internally deterministic algorithmic implementations.,1
